weather_severity,origin_congestion,dest_congestion,carrier_ontime_rate,cargo_priority_weight,days_until_eta,route_distance_km,disruption_occurred
7.6935,7.9663,3.8878,0.8707,5,19.7211,3225.0675,1
8.4157,7.6685,7.8354,0.9316,1,15.9428,2805.1004,1
5.5612,2.2208,8.6617,0.9369,1,6.0384,13190.1181,1
1.5186,1.2976,1.455,0.7086,2,8.9453,12440.8412,0
6.7187,2.1149,1.2751,0.7139,5,13.937,14427.5455,0
5.962,4.0982,8.5389,0.6638,1,9.267,6105.2022,1
6.1503,9.6843,8.714,0.8348,2,8.8034,6437.8543,0
8.0227,7.9082,1.0801,0.9511,2,18.4331,622.724,1
8.2458,3.7491,9.7032,0.8328,4,26.969,12847.9995,1
2.9639,3.7193,5.6857,0.8244,5,3.9671,7916.9489,0
8.5896,4.3681,6.8261,0.818,3,20.848,7485.2071,1
3.4883,3.9262,3.492,0.8387,3,6.4624,8000.757,0
1.511,8.7158,8.2903,0.7278,3,20.7419,10958.6064,1
9.9772,3.3348,4.7671,0.7208,1,17.9077,14923.9291,1
4.0885,7.4203,7.1769,0.8309,4,27.2893,10242.0929,0
8.6088,8.5657,8.8885,0.6297,1,14.6526,11243.3239,1
6.0313,9.2136,9.5223,0.9458,1,7.4454,3738.2549,1
4.7843,8.9816,4.3451,0.8077,4,25.6852,7322.7802,1
6.2522,9.4987,1.6409,0.9413,5,4.4747,10370.1176,1
4.718,8.8376,2.357,0.9866,3,12.8666,8756.352,1
5.1181,3.8475,7.441,0.8927,4,10.6463,14806.2854,0
1.5221,5.0685,2.8844,0.8904,5,23.17,7598.8678,0
1.7924,6.5303,6.7014,0.7275,4,12.1162,1047.0171,0
4.3579,1.1267,3.8999,0.9166,2,1.5196,559.7956,0
3.0364,8.8929,3.8088,0.5952,5,18.0714,2921.7927,1
3.6838,3.6175,7.5505,0.8124,3,13.5763,10458.3122,0
9.9653,5.4116,7.751,0.6225,4,1.5546,3752.6598,1
2.9007,1.1972,5.5417,0.6042,1,11.8806,9784.6557,1
6.6082,6.3453,1.4316,0.5976,1,2.3988,2178.9525,1
2.1124,3.2746,7.3168,0.6404,1,9.7324,10094.1364,1
3.4298,6.4507,2.2345,0.9155,1,15.836,9456.6203,0
8.0628,5.4797,6.481,0.8923,5,29.2205,5689.8666,1
2.4434,5.9332,9.1932,0.8528,4,10.5875,539.701,1
9.1619,8.5171,7.0212,0.6156,1,23.6063,1588.1991,1
9.143,6.799,5.1108,0.98,3,14.464,1947.2293,1
1.355,3.6151,8.2144,0.6876,1,3.755,11493.9581,0
8.668,6.9702,2.5346,0.7073,4,28.6976,4390.4863,1
4.3536,4.0845,2.0245,0.7261,4,8.8832,6092.8746,0
8.1991,6.8396,8.1722,0.5997,1,29.4655,12743.0728,1
9.201,5.3441,6.1205,0.7428,5,12.0128,5699.6843,0
7.1602,8.5468,9.761,0.6075,4,4.2752,6463.6218,0
3.3545,3.8281,7.3411,0.8483,5,21.9894,3747.7813,0
8.8583,5.6719,7.1942,0.822,4,20.1897,4104.3664,1
7.0867,4.4639,8.5513,0.7957,5,2.5824,9829.2814,1
8.6396,8.6668,8.8247,0.5829,4,10.2984,5297.9752,1
5.5624,5.9545,4.4077,0.9095,1,14.3137,12118.2887,0
8.7093,5.0236,2.0684,0.7688,1,3.9767,6478.9089,1
1.0015,1.8181,6.4378,0.8224,3,26.8132,8653.8223,0
5.1059,4.0677,8.4278,0.9093,4,10.6272,11627.5378,1
7.4499,4.2697,5.0728,0.5929,2,1.0637,5649.5152,1
8.1992,5.9292,4.365,0.5968,2,15.2802,12416.6606,1
4.6829,3.2886,2.7633,0.6031,4,7.2521,12456.0351,1
4.0414,7.8143,1.4185,0.8286,5,4.5734,13430.4381,0
6.3038,5.5378,9.6747,0.5519,1,17.0436,6775.7505,1
9.3193,8.0297,9.1916,0.8544,2,22.1843,2361.5358,1
6.4049,8.9443,5.537,0.7193,5,27.5614,11554.4325,1
9.6723,9.7344,5.0756,0.6087,4,18.4732,13353.3344,1
8.5877,5.9303,3.8252,0.8742,5,19.3449,3412.8917,1
3.6152,4.1076,7.0514,0.9818,2,15.6129,10567.5236,0
2.0386,4.1701,5.3233,0.8011,4,20.5531,13461.057,0
8.8973,4.8015,1.1149,0.5968,4,5.2145,10218.6856,1
7.7517,2.4484,3.5795,0.6602,1,21.0273,4779.5382,1
1.2908,8.3262,1.9223,0.9319,5,26.0804,11264.9847,1
3.1384,8.0588,8.1894,0.6766,1,27.8681,6119.5424,1
9.7824,3.8139,5.9691,0.5557,3,6.8895,13098.3244,1
4.9876,3.0299,6.7041,0.8622,3,22.8981,8425.9195,0
7.9853,9.6786,3.6476,0.6281,1,6.4223,3020.0294,1
4.3948,4.8566,6.0094,0.6072,5,25.5344,581.8545,1
9.4375,1.3595,9.3577,0.8126,5,25.4511,4866.7449,1
5.9514,1.6559,7.3691,0.7812,2,16.0976,11900.7445,0
5.8877,4.6308,4.1446,0.9387,3,10.6009,4756.8282,0
6.5645,5.2737,6.052,0.8809,1,4.3269,5517.1057,0
6.7804,9.2675,3.1944,0.5675,3,12.0598,12044.9955,1
3.3093,7.5158,1.2224,0.7774,3,15.915,7876.6661,0
3.6679,6.8638,3.8828,0.5862,1,5.8544,14366.005,1
1.066,1.5892,7.033,0.8904,4,25.2343,3480.9037,0
8.9077,7.6724,4.9171,0.9094,1,22.6598,2729.4414,1
3.9854,1.7877,1.4884,0.8995,5,3.0428,12413.4801,0
4.6687,5.0601,4.64,0.6892,4,20.5257,8255.0984,0
6.5651,7.8036,6.2705,0.8584,1,11.3733,7791.1358,0
7.1729,6.4591,3.5337,0.9577,4,12.4583,10080.4859,1
5.8012,2.2274,4.5189,0.9009,5,9.5544,9693.6622,0
8.9828,9.6883,8.8043,0.8351,1,17.0522,8548.5113,1
1.0453,6.3699,5.8344,0.9667,3,7.0915,11250.742,0
2.9056,9.1507,8.6631,0.6127,2,7.4029,12603.8513,1
2.6322,8.1969,8.6703,0.9246,5,14.3767,8470.1368,1
1.6063,1.8838,7.5303,0.7644,3,11.357,10233.7857,0
3.5662,1.6283,2.7415,0.7638,3,18.8739,4932.2946,0
6.09,4.2804,3.847,0.7385,1,10.0832,11892.0716,0
6.7675,3.4901,4.2354,0.849,3,26.4587,7211.3015,0
3.7492,5.965,2.5819,0.8169,3,25.9027,2530.0242,0
3.3691,8.977,1.6882,0.5832,1,25.638,9658.5842,1
6.2101,7.9228,2.9148,0.5661,3,16.7606,14981.5585,1
7.9768,4.2924,3.0098,0.8897,3,4.8826,7766.286,0
4.2748,1.0953,3.1499,0.9742,5,20.8407,11479.488,0
2.433,6.0972,6.0923,0.9338,2,22.3417,7510.7995,0
2.9694,5.3888,1.5658,0.7126,1,20.389,8009.3358,0
4.4928,9.2611,8.934,0.5676,3,3.9935,14542.4003,1
3.4615,7.6772,6.2077,0.8009,4,19.9566,5796.8033,0
8.5192,5.65,4.387,0.9492,5,12.7694,12349.9331,1
8.1339,8.9845,1.0594,0.9381,4,5.8026,1617.7793,1
2.9037,2.6822,4.26,0.8656,1,20.1722,6511.8984,0
2.02,7.0771,5.3112,0.8099,4,1.6509,1125.5928,0
2.4502,6.6659,1.3527,0.8018,1,5.8239,13875.4796,0
4.6491,9.7232,6.7386,0.9365,3,28.4704,3640.6046,1
5.2427,5.335,2.9743,0.7307,2,24.0439,12396.5711,0
6.9368,3.3807,7.5177,0.7008,4,18.2995,1498.222,0
2.1899,1.1491,5.7044,0.9501,4,24.9689,9279.9098,0
9.1145,6.3983,8.8998,0.7838,1,3.7025,10061.1929,1
5.8536,1.0108,9.4396,0.8486,4,16.1393,5870.473,0
5.7683,3.0654,8.2207,0.8974,4,11.165,12167.0051,1
8.5347,6.1851,4.8294,0.662,2,27.3925,1715.3549,1
5.8936,3.3202,1.0492,0.8772,1,17.7616,2208.5148,1
6.8909,7.1899,3.8431,0.7094,2,13.3561,8987.8677,0
5.8249,6.082,6.5069,0.9864,4,22.8942,6491.8083,0
5.3422,4.3319,5.9942,0.6617,3,17.7519,11725.82,0
2.2426,8.7745,2.0718,0.6511,2,3.9081,7870.9814,1
8.2077,6.5262,7.1611,0.5729,4,28.9725,576.7142,0
2.308,9.3328,4.9184,0.5782,2,11.7542,9330.9185,1
9.3762,4.6058,6.9056,0.676,5,2.6664,11717.3226,1
5.4493,1.0964,8.6551,0.9595,5,9.2942,987.3356,1
5.6423,3.085,2.5253,0.5659,2,19.9956,14646.8656,0
3.4834,4.5949,7.027,0.7284,2,16.0145,11185.4203,1
1.8115,3.5604,8.4679,0.9526,3,11.0768,12324.9658,1
9.6675,5.0928,4.6356,0.552,2,12.8069,2043.7419,0
3.6483,9.5231,8.2265,0.971,5,24.5813,8835.9612,1
9.6945,6.0685,7.9297,0.8833,4,20.7662,13499.5954,1
5.3377,3.3204,4.4441,0.897,2,20.6305,3833.987,0
9.599,5.6485,1.0875,0.9162,2,9.3314,6284.4942,1
4.0779,5.991,2.6064,0.6881,2,26.9352,4401.5988,0
7.148,9.1893,5.491,0.6379,2,26.3095,3498.2902,1
3.2473,6.5674,2.404,0.5969,1,20.5986,10119.6491,1
7.8782,5.8733,1.3804,0.7622,5,10.1471,13522.7574,1
6.1707,3.4726,2.6458,0.8863,5,9.1277,3720.3454,0
1.4873,8.1934,5.3049,0.7879,5,11.0714,12975.8019,1
5.1148,2.0833,5.6638,0.6889,1,1.3428,3555.9096,1
3.9289,6.515,3.3373,0.7914,2,8.8128,14398.6388,0
2.6552,4.8155,4.7718,0.881,3,25.7755,4554.6282,0
2.1803,6.183,3.0571,0.5939,3,24.3185,8552.4307,1
2.7646,8.2003,7.6469,0.7581,1,6.1216,7744.1685,1
8.6445,5.6531,7.485,0.8955,3,8.2782,12948.2787,0
1.8908,2.4701,2.9392,0.6619,1,14.0458,5352.5198,0
6.0432,9.3866,3.3194,0.5587,1,11.1816,10353.9948,1
6.1917,6.8488,5.8459,0.9809,3,11.2982,10261.2962,0
7.6287,9.0067,4.4296,0.6761,2,26.1795,9788.4195,1
4.7963,6.5108,4.643,0.9491,1,5.698,3809.1601,0
3.6222,3.4073,6.8018,0.6693,4,23.6482,14112.1626,0
5.6884,5.0526,2.5059,0.9259,2,22.1054,10099.3269,0
7.3063,1.7206,2.5022,0.5953,1,28.167,7361.1941,0
7.9384,5.7158,9.9641,0.5957,5,5.503,9995.0738,1
3.7843,3.2266,3.5576,0.8257,2,16.2755,2973.8158,1
4.2116,9.2375,8.7782,0.7556,5,28.1109,8453.9065,1
9.5364,5.8536,6.3175,0.7509,5,13.6143,9776.9044,1
9.1803,5.3349,3.0442,0.5894,3,11.6077,4267.2021,1
1.0008,8.3384,8.6315,0.7013,4,16.5179,10472.6645,1
7.7993,3.6965,7.8928,0.9011,5,7.7052,604.6608,1
4.7056,6.045,4.5528,0.6218,4,25.0244,3698.5902,0
6.6279,5.6495,8.1996,0.8198,3,9.2556,11272.4399,1
4.7161,8.6813,2.6417,0.6774,4,18.9142,4445.9449,1
2.6901,1.1746,1.4467,0.7854,2,29.1976,4590.6608,0
4.9457,1.0738,1.8118,0.5565,2,10.9155,5017.8619,1
9.9817,5.1732,8.1228,0.6953,2,2.6251,11746.9672,0
5.2313,2.7297,8.5739,0.9096,1,4.5369,11638.1122,1
7.941,4.9866,7.6386,0.5647,4,22.3244,1862.4244,1
2.876,4.5021,9.6509,0.9619,2,19.2458,1111.6958,1
5.6883,3.2798,6.7467,0.6374,1,26.0461,3657.9296,1
6.6962,3.9206,2.5062,0.6715,1,12.4784,4024.7953,0
6.2297,7.2168,7.1957,0.6182,1,8.2129,7748.8285,1
4.0458,9.7269,7.836,0.5764,3,19.6927,10669.258,1
2.1324,3.0941,9.8351,0.897,3,24.3602,6861.424,1
7.2032,4.2235,2.2126,0.9454,4,21.4922,8605.8595,1
5.4108,6.1003,5.8926,0.6924,4,8.9844,12554.5691,0
5.9907,1.6199,2.3952,0.6801,3,16.7066,7084.1452,0
5.5536,7.6029,8.9464,0.8227,3,23.5045,3962.4051,1
6.9246,5.8506,4.4874,0.7806,4,23.2063,2734.907,0
4.6882,3.8982,1.8663,0.8399,1,25.2206,2381.7269,0
2.8187,5.3683,1.8888,0.8012,4,20.0797,8124.4098,0
3.3034,4.2972,6.4536,0.5812,2,20.0167,13961.8539,1
5.2125,6.7503,4.2483,0.8771,4,24.8388,12016.6189,1
6.5524,5.7612,7.6087,0.9172,1,28.3935,14428.5078,1
7.5265,5.7849,2.7051,0.7815,2,17.5308,14238.7985,1
6.0233,7.715,7.8966,0.8037,4,21.374,6692.5874,0
8.1322,5.9497,5.5422,0.8393,5,29.9546,6923.6765,1
3.8364,9.9232,3.9219,0.7136,4,24.9585,5190.0383,1
5.9106,4.3756,5.9521,0.8776,3,28.8879,6988.7469,0
7.5368,9.8466,6.3619,0.7777,3,1.1905,14773.7192,1
3.8341,7.9437,9.4901,0.9118,5,15.8269,8774.689,1
1.8486,5.1433,2.405,0.6666,5,8.2459,4215.5357,0
6.1344,6.1216,2.9569,0.584,3,23.9942,3007.0861,1
7.2064,6.1861,9.1689,0.8119,3,2.0838,12220.947,1
8.0211,9.2968,4.0095,0.9371,4,13.0791,13083.5509,1
3.0405,6.875,6.4207,0.555,4,2.5697,8103.5586,1
6.0842,3.9415,7.2799,0.6174,4,29.1602,11416.1829,1
1.8107,4.8874,8.0773,0.6151,3,3.3938,8785.8886,0
4.5927,1.7657,5.5164,0.8905,2,23.099,7473.3763,0
4.5579,6.142,6.0505,0.9887,5,8.1411,1538.8377,0
3.9107,9.3172,1.8064,0.8456,4,11.5928,3262.1013,1
6.8987,7.9271,2.5233,0.7039,4,19.0723,6886.7196,0
3.1014,7.1682,2.4039,0.8705,1,4.2588,1290.8012,0
9.3406,8.8188,8.3812,0.556,1,9.8484,7332.2594,1
7.6601,2.9069,5.9178,0.8802,5,15.0078,11083.892,1
7.2888,1.1655,6.247,0.842,1,8.4082,1371.5957,1
7.2687,3.4415,5.1846,0.9659,1,12.2707,4434.0005,1
6.9409,8.7785,1.1717,0.9317,4,7.7039,6020.1674,1
1.8964,3.8391,8.801,0.7839,2,6.7674,14518.4749,1
7.4122,1.3578,9.3004,0.6842,4,12.4086,2776.5761,1
4.1672,6.6271,3.1258,0.9804,5,9.0005,1399.1406,0
4.4845,9.9996,9.9133,0.9654,3,7.5419,5455.8992,1
2.2353,7.569,5.6865,0.8483,2,13.1027,8807.029,0
3.8114,6.4483,5.0425,0.608,2,17.8499,10418.7052,1
2.243,7.1968,9.0878,0.9502,4,29.8749,14648.7652,1
9.3973,9.254,3.8575,0.7952,1,6.3399,12673.0764,1
1.2654,3.8682,9.7561,0.9729,3,13.8471,14039.6436,1
9.3993,3.4642,8.012,0.597,2,1.7597,14796.3561,1
6.4504,6.5113,6.3672,0.6516,1,11.4186,10478.0486,0
5.5209,6.4424,7.4082,0.7145,4,15.2519,2493.9345,0
1.2901,7.8808,1.1351,0.6687,4,7.4541,10234.4168,0
2.8411,2.5937,9.5923,0.7433,5,15.2083,5210.9866,1
3.2211,4.6438,1.3764,0.8735,4,21.8858,6215.1853,0
6.1474,5.8254,6.7725,0.8598,1,16.0988,7048.3391,0
1.3817,9.9625,5.6683,0.7241,1,17.1733,7983.8369,1
1.4437,3.6206,4.5824,0.684,3,14.3791,6625.7016,0
1.4909,5.6527,2.2802,0.9152,4,3.6228,7759.538,0
6.269,9.049,5.9177,0.7229,3,14.0757,3093.7394,1
7.4137,2.8174,5.0921,0.66,2,21.8329,2291.3911,1
5.0446,4.2665,5.7144,0.719,5,18.7501,2818.5452,0
1.3952,2.538,4.0167,0.9334,2,5.7016,2596.8069,0
1.4618,3.7726,7.5715,0.9728,3,19.1671,2204.5327,0
2.8257,6.603,3.278,0.7518,4,16.7615,583.383,0
3.1409,6.2998,5.2814,0.7305,1,18.4353,595.3088,0
3.503,6.6577,8.3811,0.6414,2,5.2994,9972.5147,0
8.6845,7.003,8.5421,0.6813,1,2.4219,6545.8754,1
7.0488,6.4998,7.2236,0.8118,5,6.1452,7102.3985,1
9.3833,1.8381,3.6937,0.7122,4,24.7877,11497.4088,1
1.5843,5.2374,2.0982,0.9281,3,16.2845,8107.37,0
6.5085,1.9837,7.5676,0.8268,1,15.0262,10485.487,0
9.8765,3.5847,6.4796,0.6893,5,17.6791,9537.0401,1
6.5286,5.4676,7.5627,0.769,2,26.6262,3874.4638,0
2.742,2.0639,5.184,0.9006,2,24.1874,14985.3116,0
4.0041,6.0437,6.7375,0.555,2,21.0105,4189.0541,0
3.7026,5.9499,7.9033,0.6001,3,10.8995,11003.7513,1
1.2621,2.5807,3.9746,0.6987,4,27.5687,12060.1886,0
5.3335,6.6448,9.0285,0.7863,3,14.4116,12305.416,1
1.5042,5.6897,6.0845,0.8484,5,16.5407,3519.8058,0
8.1958,8.9923,4.1824,0.9766,3,25.3814,5417.7101,1
5.8085,2.4937,6.4512,0.6324,1,26.0732,11397.333,1
3.8305,1.2847,4.7248,0.7687,2,11.7759,12527.1333,0
5.7259,2.5751,4.3679,0.5665,2,27.4873,6934.7243,0
5.344,5.5005,2.7119,0.9564,5,10.0004,5246.4003,0
1.8843,9.8405,5.6453,0.9868,2,22.0125,7160.842,1
5.7011,1.037,9.391,0.8523,5,26.2844,5332.7014,1
1.9279,7.8956,7.71,0.5599,3,19.5267,3542.7625,1
3.5791,5.7905,7.9551,0.8453,3,5.3303,4467.7348,1
6.6065,5.6265,2.8592,0.7041,3,8.8605,14177.5284,0
6.1667,2.5415,3.8024,0.9426,5,13.8658,2386.073,0
7.0795,1.9533,1.4842,0.7376,2,21.4357,13423.5005,1
7.2111,5.0125,4.2006,0.6962,2,21.6741,10227.6188,1
9.7631,7.8017,5.1913,0.608,4,3.8206,5000.6794,1
7.8984,5.2349,9.527,0.6132,5,8.4835,5770.0155,1
9.2554,3.973,8.7471,0.6929,4,1.8777,7392.3482,1
5.1512,2.5372,7.9115,0.816,2,15.7305,6382.4467,0
1.9628,6.0053,1.6383,0.6829,4,12.6237,6494.9076,0
5.9315,9.765,4.4543,0.6999,5,13.5033,14712.9758,1
4.0798,7.2472,2.5578,0.8446,5,25.2657,2157.6815,0
3.9284,1.8789,5.0069,0.6855,4,3.0186,2076.7972,0
7.9421,4.4102,5.4487,0.8405,1,7.3107,2514.2927,1
7.7949,8.2886,7.8137,0.8408,4,16.4064,6154.7486,1
2.761,7.1337,3.8494,0.8009,3,27.6365,14081.809,0
9.2361,9.9126,6.2445,0.8191,5,12.7217,2349.5576,1
4.323,5.94,1.4781,0.8595,3,4.1813,4592.0341,1
4.8854,6.3115,6.6269,0.8632,4,12.0654,8404.2224,0
5.2738,2.694,4.4614,0.9568,4,5.4738,14963.1126,0
2.2085,1.6457,1.1414,0.8674,4,20.0799,14637.1379,0
2.235,8.2535,8.7414,0.9432,5,27.979,9537.103,1
4.8171,8.3806,4.4624,0.6493,4,18.5326,8880.1083,1
3.1307,5.5156,4.6975,0.7903,3,1.9704,1049.043,0
4.3172,6.2224,9.6556,0.5852,5,29.5238,14763.1915,1
5.1844,1.7041,9.0092,0.5889,4,19.2892,10124.1856,1
7.1567,5.8528,6.2167,0.8197,3,16.516,656.3593,1
9.1545,6.1657,3.9836,0.7053,3,9.387,1012.2305,1
7.7448,7.5427,6.0734,0.577,4,17.7661,8806.4699,1
3.6258,7.6364,1.2457,0.7633,2,15.6623,12845.9562,0
2.1928,3.5287,8.7207,0.5562,1,18.5108,13696.9066,1
6.9324,4.3279,2.5786,0.8943,2,15.0626,12090.8941,0
4.0856,1.7596,2.3056,0.9609,2,25.2908,11415.0388,0
4.4485,6.946,7.534,0.6236,5,22.2965,5503.5979,1
7.7994,2.0439,2.5084,0.7254,3,14.8117,14249.6507,1
3.103,7.1516,4.5106,0.6656,5,26.2381,672.0141,0
5.0394,7.1064,9.6559,0.8505,1,3.8236,8203.7536,1
8.5982,6.4944,6.8686,0.6699,3,8.7455,1925.0134,1
4.5204,7.9584,7.7418,0.8731,5,23.3444,8039.3087,0
9.9389,3.8194,1.0952,0.5537,1,1.3469,1916.632,1
5.0135,2.9747,3.5497,0.635,1,18.9625,1324.7877,1
9.0457,2.9514,6.3945,0.6036,1,3.5052,9267.9439,1
7.8747,6.8312,8.2288,0.6313,1,21.174,4173.3682,1
9.4256,6.749,9.3043,0.6716,4,21.0744,10179.8984,1
3.316,8.0266,3.4956,0.5775,4,10.647,1370.8504,1
3.382,4.9652,5.4255,0.9586,5,12.3864,9859.5061,0
5.8657,4.8813,6.5257,0.5967,4,21.7466,1997.6632,0
6.1421,3.2554,5.0129,0.9445,2,19.9331,512.5808,1
4.5144,2.3645,3.9685,0.7222,1,15.9461,14128.7106,0
4.9245,8.5964,8.0284,0.8956,5,7.5496,6074.1462,1
8.0185,2.0908,5.8177,0.9863,3,20.7732,6308.9146,1
9.6294,1.816,5.8116,0.9728,1,25.3943,11526.5697,1
2.8281,5.9903,9.7076,0.8407,3,21.1806,13498.6801,1
4.2334,1.7638,6.6951,0.8735,2,2.0353,867.7868,0
3.1464,4.4989,8.1347,0.8331,4,16.4843,12596.6292,1
9.9625,1.3334,1.5045,0.8966,1,12.7597,3569.3335,1
5.7081,9.4608,8.8318,0.7861,5,7.7566,1544.4854,1
5.4001,1.1716,9.1646,0.8221,2,21.3376,2392.7971,1
1.4496,3.766,8.1433,0.7507,2,25.2252,1427.3854,1
2.0276,6.3548,6.5407,0.5778,2,13.3601,12267.0549,1
7.1056,3.9181,9.7827,0.8034,2,10.3261,14488.0397,1
1.4103,2.561,1.569,0.6705,4,5.8735,5863.9465,0
3.1928,6.2379,2.2003,0.8981,5,11.9078,2787.4281,0
1.7265,1.065,9.3352,0.861,5,26.7205,6535.2225,1
7.9531,7.2312,2.8554,0.8315,5,14.0622,3969.1795,1
7.2251,6.3664,7.4548,0.8193,1,19.1886,11847.4539,1
1.0411,3.1208,2.0576,0.7833,1,18.9487,13009.6004,0
5.5679,5.1779,6.6382,0.6416,1,6.6179,12050.8881,1
9.7172,5.2697,2.5869,0.8449,1,2.5668,5780.7995,1
3.2624,6.5514,9.0107,0.7494,1,22.4721,13910.4895,1
8.0694,5.3656,2.0446,0.9438,4,18.1885,5226.5986,1
7.0917,3.9312,8.0108,0.6935,1,7.8764,6482.6341,1
9.0223,1.6618,6.2658,0.5739,4,5.2033,13954.3632,1
4.486,2.2276,7.4784,0.8281,3,6.8641,2344.5706,0
1.5369,2.2285,8.6649,0.7518,2,23.0498,3687.8767,1
2.4111,8.1511,9.5748,0.9485,5,29.1339,12897.5583,0
8.7128,5.4029,9.961,0.8103,4,9.096,11085.2574,1
3.2199,3.9457,6.2152,0.9424,5,28.4413,13749.4435,0
4.7599,1.398,9.9215,0.8727,5,1.975,8201.265,1
8.1822,8.3916,5.072,0.6558,5,22.8393,10550.8177,1
2.9621,4.2257,3.1516,0.9895,1,14.9137,4920.1307,0
8.7213,7.7256,1.2197,0.7501,2,26.3518,6377.7254,1
4.3338,5.1787,6.7006,0.9286,1,12.1615,10515.8843,0
3.6693,7.776,7.2825,0.8195,5,24.0399,11921.5317,1
8.9276,7.6218,1.4933,0.9659,3,26.7514,2109.0149,1
6.5722,4.2901,2.5774,0.7959,1,17.262,11716.8449,0
4.0144,5.8567,6.8413,0.8744,5,26.2628,10691.2324,0
7.848,3.8842,9.0814,0.7716,4,9.0372,1418.8531,1
5.376,5.7401,2.1044,0.8623,5,27.0841,7053.6865,0
7.0598,7.239,9.8028,0.9386,2,26.8652,7139.1747,0
9.0815,3.5954,9.6096,0.5981,3,4.2487,2645.3336,1
2.8383,9.5689,1.2042,0.7333,5,28.0199,7371.6213,1
7.6394,1.1933,2.7015,0.5597,2,25.2135,8034.497,1
6.2083,6.9018,8.0814,0.7639,5,25.4153,6956.2164,1
2.1876,8.1041,2.5456,0.6644,4,11.7852,4678.1212,1
2.335,3.5594,9.6059,0.8222,2,21.6426,4636.0754,1
8.554,7.2357,6.9972,0.6175,2,4.3906,14909.7091,1
4.968,4.327,2.8464,0.8611,3,29.3627,2645.1911,0
9.7792,5.8028,2.0934,0.561,4,23.287,14242.9413,1
2.4045,9.7314,5.9153,0.7733,3,14.7434,4702.4941,1
9.8262,6.1635,2.3238,0.7987,4,10.8218,2128.5765,1
1.3607,7.1021,2.0519,0.5609,5,25.3854,6966.604,0
1.4953,6.7718,6.2509,0.6477,3,6.6758,1712.0485,1
7.0936,9.6186,9.7826,0.7235,4,10.215,9273.6284,1
9.176,4.2496,2.3315,0.9257,3,12.1973,676.7665,1
3.7728,5.0102,6.0493,0.6449,4,22.5043,6526.3417,1
2.4741,7.552,9.0795,0.8706,4,5.0475,9014.111,0
2.8701,5.2715,8.8077,0.9841,1,28.0614,9064.8439,1
1.0596,6.7493,3.46,0.627,4,21.5972,11451.0343,1
2.6741,4.4359,5.9848,0.5686,3,25.203,4906.7585,1
5.1711,1.2416,1.022,0.6656,4,4.6011,10155.7452,0
2.6144,9.1611,6.8031,0.5625,3,15.2985,14574.0672,1
4.2558,5.3244,4.9246,0.6635,4,29.2535,12365.0715,0
7.5966,1.1579,3.3358,0.8059,2,10.2708,13235.6003,1
2.4698,3.454,4.7756,0.9513,3,2.4127,4729.1294,0
1.6914,2.7443,6.6523,0.8865,5,22.8262,8383.8289,0
8.4414,7.1647,3.7097,0.8516,3,3.7792,8910.6763,1
1.1161,5.6635,4.3571,0.7634,3,27.7063,2863.9226,0
5.5304,8.4842,8.156,0.7958,5,25.536,10831.9333,1
8.2232,4.7561,9.2443,0.6013,2,27.7789,7453.0143,1
4.2631,8.3533,9.0075,0.813,3,5.994,4917.9218,1
2.0674,2.1584,7.2482,0.8527,3,4.635,2388.1647,1
7.2174,8.0563,1.6996,0.8909,4,2.233,2063.352,1
5.6213,1.5334,2.0703,0.6613,1,9.7477,648.9498,1
2.1141,6.4161,6.2884,0.638,3,1.8485,2610.5762,1
3.4964,6.2178,4.1698,0.9263,5,8.0129,8768.4127,1
6.2032,1.1259,2.953,0.6343,3,5.9814,11433.2591,0
7.5281,9.3181,9.2843,0.9246,4,11.6274,9046.0183,1
9.6197,2.6276,4.1934,0.717,2,15.9133,6409.8806,1
3.8285,5.1931,5.6775,0.7682,3,21.4372,8578.4158,1
3.953,2.0415,3.5525,0.8142,3,20.9244,12695.8075,0
4.6655,9.8647,4.8517,0.927,4,28.2334,5827.9002,0
7.0674,7.0489,4.5673,0.78,1,4.4573,6224.7662,1
9.7981,7.6729,9.0318,0.6242,3,29.281,5410.1589,1
9.916,2.1049,8.543,0.8691,3,23.1797,11606.5964,1
7.8067,8.2089,9.489,0.7067,5,28.554,14819.0864,1
2.3264,5.0917,2.0997,0.7653,2,19.2228,2451.8215,1
1.4757,1.6141,7.103,0.9777,4,18.5329,5240.8603,0
6.6091,7.8415,6.9497,0.7788,4,23.9892,3428.0104,0
5.4123,3.355,4.0925,0.9283,5,1.5124,11577.4911,1
8.9211,2.0722,5.051,0.9253,4,14.33,976.467,1
8.7432,3.7274,7.3545,0.7663,2,10.0613,6141.6671,1
6.1197,5.415,5.9841,0.7873,4,14.8014,12888.0963,0
4.5225,5.4522,9.7378,0.8215,3,23.2277,4624.3443,0
6.3142,2.1538,4.2977,0.9062,5,1.7801,13424.4719,1
1.8762,4.1063,4.2163,0.7046,2,8.1808,9897.201,0
9.1935,1.5895,3.7442,0.6985,1,16.6141,1041.9755,1
4.8023,5.6328,4.7906,0.559,4,18.0517,14793.5893,1
4.5127,6.1528,8.2749,0.594,2,10.7431,7790.1436,1
4.0559,6.5335,4.27,0.7418,4,19.4279,14624.5553,1
8.653,2.9267,3.3864,0.6808,5,12.6588,3775.3467,1
1.8276,8.5977,1.8526,0.6982,1,17.4264,8200.423,1
4.1258,1.69,8.4137,0.772,3,13.5544,8329.2399,1
